timestamp,open,high,low,close,volume
1772459700000,65396.0,65464.0,65351.0,65414.0,92.267
1772460000000,65414.0,65419.0,65250.0,65379.0,109.7386
1772460300000,65380.0,65528.0,65379.0,65493.0,184.1805
1772460600000,65493.0,65578.0,65460.0,65518.0,136.72738
1772460900000,65518.0,65598.0,65432.0,65446.0,45.4504
1772461200000,65446.0,65512.0,65358.0,65454.0,51.18604
1772461500000,65453.0,65632.0,65363.0,65560.0,344.81042
1772461800000,65560.0,66318.0,65554.0,66221.0,1029.17788
1772462100000,66221.0,66408.0,66050.0,66299.0,453.78746
1772462400000,66299.0,66644.0,66200.0,66591.0,807.50348
1772462700000,66591.0,66995.0,66453.0,66966.0,742.67174
1772463000000,66966.0,67214.0,66865.0,66954.0,1053.53768
1772463300000,66955.0,67142.0,66820.0,67142.0,179.65646
1772463600000,67142.0,67400.0,66954.0,67236.0,492.56521
1772463900000,67236.0,67781.0,67213.0,67718.0,1007.93887
1772464200000,67718.0,68428.0,67690.0,68395.0,1492.12417
1772464500000,68395.0,68599.0,68233.0,68353.0,1114.97594
1772464800000,68358.0,68756.0,68303.0,68606.0,1253.81072
1772465100000,68606.0,68764.0,68365.0,68483.0,734.2271
1772465400000,68480.0,68955.0,68394.0,68810.0,437.54074
1772465700000,68810.0,69427.0,68810.0,69401.0,1063.19866
1772466000000,69400.0,69505.0,69152.0,69468.0,1105.78888
1772466300000,69467.0,69597.0,69237.0,69237.0,650.46008
1772466600000,69236.0,69421.0,68733.0,68912.0,710.43176
1772466900000,68909.0,69125.0,68836.0,69093.0,785.33617
1772467200000,69092.0,69246.0,68901.0,69229.0,529.6032
1772467500000,69228.0,69722.0,69132.0,69700.0,487.84202
1772467800000,69700.0,69730.0,69526.0,69612.0,266.50979
1772468100000,69611.0,69618.0,69369.0,69396.0,173.15524
1772468400000,69397.0,69699.0,69396.0,69537.0,121.4769
1772468700000,69536.0,69571.0,69243.0,69339.0,352.92387
1772469000000,69339.0,69474.0,69163.0,69241.0,269.08741
1772469300000,69240.0,69324.0,69008.0,69115.0,482.10252
1772469600000,69114.0,69833.0,69113.0,69816.0,627.85115
1772469900000,69815.0,70067.0,69727.0,69773.0,855.79458
1772470200000,69779.0,69781.0,69579.0,69586.0,179.54708
1772470500000,69585.0,69586.0,69359.0,69385.0,760.72107
1772470800000,69384.0,69500.0,69312.0,69500.0,359.77875
1772471100000,69499.0,69500.0,69231.0,69256.0,253.4356
1772471400000,69256.0,69420.0,69204.0,69367.0,264.78613
1772471700000,69366.0,69483.0,69116.0,69228.0,232.2191
1772472000000,69228.0,69400.0,69228.0,69353.0,54.10762
1772472300000,69352.0,69399.0,69158.0,69375.0,500.78343
1772472600000,69369.0,69400.0,69240.0,69261.0,116.90311
1772472900000,69260.0,69368.0,69048.0,69073.0,190.60269
1772473200000,69072.0,69168.0,68768.0,68799.0,522.61527
1772473500000,68799.0,68985.0,68750.0,68914.0,205.88364
1772473800000,68913.0,69158.0,68874.0,69143.0,122.93381
1772474100000,69143.0,69164.0,69000.0,69159.0,122.14609
1772474400000,69158.0,69158.0,68693.0,68892.0,272.16841
1772474700000,68891.0,69033.0,68891.0,68971.0,204.71634
1772475000000,68971.0,69152.0,68918.0,69151.0,91.79847
1772475300000,69151.0,69153.0,68960.0,68968.0,48.50734
1772475600000,68967.0,69042.0,68924.0,69011.0,62.88588
1772475900000,69010.0,69158.0,68957.0,69045.0,99.45995
1772476200000,69043.0,69232.0,68999.0,69145.0,342.51309
1772476500000,69144.0,69156.0,68967.0,69016.0,109.65123
1772476800000,69015.0,69091.0,68889.0,69080.0,181.05544
1772477100000,69079.0,69126.0,68950.0,69060.0,108.1904
1772477400000,69060.0,69129.0,68892.0,68996.0,62.11039
1772477700000,68995.0,69002.0,68759.0,68839.0,174.90526
1772478000000,68839.0,68898.0,68670.0,68859.0,95.56457
1772478300000,68858.0,68859.0,68539.0,68726.0,383.15608
1772478600000,68726.0,68727.0,68534.0,68705.0,151.2931
1772478900000,68704.0,68860.0,68704.0,68830.0,175.02867
1772479200000,68829.0,68912.0,68740.0,68800.0,105.96659
1772479500000,68800.0,68847.0,68758.0,68778.0,56.18894
1772479800000,68777.0,68923.0,68687.0,68856.0,79.02271
1772480100000,68855.0,69001.0,68843.0,68843.0,152.01192
1772480400000,68840.0,68850.0,68740.0,68742.0,202.74863
1772480700000,68741.0,68874.0,68714.0,68867.0,103.78504
1772481000000,68867.0,68950.0,68823.0,68892.0,26.38806
1772481300000,68891.0,68957.0,68875.0,68916.0,20.51543
1772481600000,68916.0,69163.0,68877.0,69099.0,151.64531
1772481900000,69098.0,69101.0,68768.0,68836.0,193.73437
1772482200000,68835.0,68835.0,68528.0,68691.0,312.72695
1772482500000,68690.0,68924.0,68632.0,68835.0,252.68548
1772482800000,68832.0,68945.0,68787.0,68932.0,61.66742
1772483100000,68931.0,69000.0,68857.0,68910.0,98.2831
1772483400000,68910.0,69100.0,68856.0,69057.0,256.33425
1772483700000,69057.0,69124.0,68978.0,69018.0,146.83668
1772484000000,69010.0,69184.0,68997.0,69176.0,334.40051
1772484300000,69175.0,69392.0,69164.0,69365.0,479.45627
1772484600000,69363.0,69462.0,69241.0,69309.0,240.83687
1772484900000,69310.0,69341.0,69075.0,69076.0,92.65369
1772485200000,69076.0,69115.0,68962.0,69047.0,139.33677
1772485500000,69048.0,69236.0,69029.0,69136.0,104.7675
1772485800000,69136.0,69261.0,69031.0,69236.0,140.2156
1772486100000,69236.0,69246.0,69151.0,69151.0,24.11286
1772486400000,69152.0,69367.0,69128.0,69366.0,128.94313
1772486700000,69366.0,69396.0,69252.0,69383.0,221.01563
1772487000000,69383.0,69400.0,69295.0,69388.0,74.58702
1772487300000,69388.0,69400.0,69330.0,69399.0,76.59781
1772487600000,69400.0,69401.0,69333.0,69399.0,109.77365
1772487900000,69399.0,69492.0,69398.0,69401.0,320.09411
1772488200000,69400.0,69472.0,69372.0,69438.0,71.86753
1772488500000,69437.0,69457.0,69352.0,69367.0,90.41762
1772488800000,69366.0,69462.0,69292.0,69297.0,59.15256
1772489100000,69297.0,69457.0,69297.0,69412.0,191.07638
1772489400000,69411.0,69424.0,69167.0,69199.0,196.35885
1772489700000,69199.0,69227.0,69108.0,69147.0,102.23679
1772490000000,69146.0,69258.0,69146.0,69256.0,93.24578
1772490300000,69255.0,69348.0,69233.0,69327.0,43.59106
1772490600000,69326.0,69398.0,69255.0,69256.0,66.73764
1772490900000,69255.0,69341.0,69252.0,69334.0,29.6558
1772491200000,69334.0,69373.0,69261.0,69373.0,11.95976
1772491500000,69372.0,69393.0,69250.0,69264.0,43.67496
1772491800000,69264.0,69323.0,69221.0,69303.0,74.23506
1772492100000,69303.0,69397.0,69252.0,69396.0,46.27225
1772492400000,69396.0,69453.0,69206.0,69289.0,116.58619
1772492700000,69289.0,69307.0,69255.0,69268.0,26.37211
1772493000000,69268.0,69313.0,69173.0,69180.0,36.71961
1772493300000,69179.0,69211.0,69108.0,69193.0,74.09517
1772493600000,69192.0,69208.0,68938.0,69037.0,103.20813
1772493900000,69036.0,69086.0,68954.0,68964.0,119.58621
1772494200000,68963.0,68964.0,68777.0,68791.0,246.57523
1772494500000,68791.0,68858.0,68731.0,68789.0,164.79845
1772494800000,68786.0,68808.0,68710.0,68745.0,26.87812
1772495100000,68744.0,68912.0,68689.0,68871.0,123.43927
1772495400000,68870.0,68870.0,68727.0,68772.0,148.73554
1772495700000,68771.0,68801.0,68714.0,68774.0,26.14457
1772496000000,68773.0,68914.0,68728.0,68902.0,112.26381
1772496300000,68902.0,68959.0,68845.0,68904.0,63.76664
1772496600000,68903.0,68903.0,68696.0,68756.0,68.17054
1772496900000,68757.0,68834.0,68668.0,68678.0,53.76912
1772497200000,68678.0,68730.0,68604.0,68688.0,64.81968
1772497500000,68687.0,68753.0,68638.0,68753.0,45.35508
1772497800000,68752.0,68944.0,68650.0,68903.0,87.65668
1772498100000,68902.0,69078.0,68896.0,69061.0,300.69148
1772498400000,69060.0,69125.0,69059.0,69061.0,87.81466
1772498700000,69060.0,69127.0,68898.0,68936.0,69.34431
1772499000000,68935.0,68979.0,68874.0,68937.0,34.30832
1772499300000,68937.0,69077.0,68867.0,69054.0,118.21849
1772499600000,69054.0,69059.0,68891.0,69018.0,27.70298
1772499900000,69018.0,69114.0,68990.0,69043.0,16.50685
1772500200000,69042.0,69199.0,69028.0,69096.0,127.71976
1772500500000,69095.0,69107.0,68841.0,68867.0,228.03836
1772500800000,68866.0,68990.0,68846.0,68965.0,16.55958
1772501100000,68965.0,69000.0,68859.0,68861.0,24.44797
1772501400000,68861.0,69023.0,68720.0,68956.0,94.80065
1772501700000,68955.0,68955.0,68863.0,68949.0,55.79379
1772502000000,68949.0,69014.0,68830.0,68984.0,90.89865
1772502300000,68984.0,69013.0,68821.0,69012.0,54.33187
1772502600000,69012.0,69013.0,68823.0,68826.0,19.08155
1772502900000,68825.0,68858.0,68705.0,68716.0,56.68187
1772503200000,68716.0,68722.0,68400.0,68538.0,330.74864
1772503500000,68537.0,68662.0,68482.0,68586.0,86.45813
1772503800000,68586.0,68646.0,68549.0,68553.0,36.0307
1772504100000,68560.0,68600.0,68428.0,68489.0,38.77942
1772504400000,68488.0,68488.0,68204.0,68348.0,308.5597
1772504700000,68348.0,68431.0,68324.0,68419.0,115.01003
1772505000000,68413.0,68485.0,68371.0,68466.0,121.55513
1772505300000,68467.0,68467.0,68359.0,68360.0,107.80913
1772505600000,68360.0,68423.0,68335.0,68423.0,42.22088
1772505900000,68423.0,68594.0,68402.0,68555.0,156.8299
1772506200000,68555.0,68568.0,68437.0,68443.0,151.48453
1772506500000,68444.0,68518.0,68443.0,68474.0,15.14508
1772506800000,68473.0,68506.0,68360.0,68365.0,57.19339
1772507100000,68365.0,68382.0,68298.0,68330.0,80.90316
1772507400000,68330.0,68435.0,68304.0,68425.0,183.87033
1772507700000,68424.0,68450.0,68245.0,68282.0,49.77746
1772508000000,68282.0,68300.0,68200.0,68299.0,101.19273
1772508300000,68299.0,68396.0,68278.0,68393.0,21.71883
1772508600000,68392.0,68457.0,68320.0,68437.0,24.55821
1772508900000,68436.0,68504.0,68420.0,68436.0,14.59566
1772509200000,68435.0,68436.0,68323.0,68381.0,44.4915
1772509500000,68380.0,68386.0,68298.0,68316.0,33.8502
1772509800000,68315.0,68354.0,68272.0,68287.0,155.2829
1772510100000,68287.0,68340.0,68270.0,68327.0,29.69729
1772510400000,68326.0,68414.0,68326.0,68390.0,40.50423
1772510700000,68389.0,68406.0,68287.0,68293.0,16.58674
1772511000000,68293.0,68400.0,68287.0,68326.0,16.78624
1772511300000,68326.0,68340.0,68251.0,68327.0,39.59099
1772511600000,68327.0,68376.0,68281.0,68309.0,27.28052
1772511900000,68309.0,68323.0,68258.0,68285.0,12.1755
1772512200000,68285.0,68340.0,68285.0,68316.0,89.58338
1772512500000,68315.0,68351.0,68200.0,68237.0,112.35981
1772512800000,68236.0,68236.0,68132.0,68161.0,59.75018
1772513100000,68160.0,68177.0,68050.0,68065.0,86.49622
1772513400000,68064.0,68125.0,68013.0,68096.0,148.414
1772513700000,68096.0,68105.0,68063.0,68095.0,52.84072
1772514000000,68095.0,68158.0,68024.0,68113.0,43.37581
1772514300000,68113.0,68299.0,68014.0,68257.0,111.32543
1772514600000,68258.0,68353.0,68225.0,68353.0,86.39843
1772514900000,68353.0,68546.0,68348.0,68490.0,131.52756
1772515200000,68490.0,68490.0,68286.0,68383.0,107.60163
1772515500000,68386.0,68422.0,68366.0,68381.0,32.86581
1772515800000,68382.0,68382.0,68134.0,68198.0,142.19058
1772516100000,68198.0,68206.0,68050.0,68118.0,78.30358
1772516400000,68119.0,68130.0,68041.0,68046.0,42.23682
1772516700000,68046.0,68080.0,67855.0,67855.0,473.1595
1772517000000,67856.0,67958.0,67836.0,67909.0,292.66485
1772517300000,67911.0,67955.0,67824.0,67919.0,294.11445
1772517600000,67919.0,68000.0,67865.0,67865.0,51.97672
1772517900000,67866.0,67945.0,67835.0,67906.0,31.95598
1772518200000,67906.0,67935.0,67818.0,67935.0,127.8761
1772518500000,67935.0,67940.0,67866.0,67925.0,121.38736
1772518800000,67926.0,67968.0,67874.0,67875.0,101.96063
1772519100000,67874.0,67946.0,67868.0,67881.0,73.61085
1772519400000,67880.0,67899.0,67852.0,67870.0,90.43947
1772519700000,67869.0,67956.0,67843.0,67918.0,74.48364
1772520000000,67917.0,67974.0,67893.0,67971.0,122.06762
1772520300000,67970.0,67971.0,67800.0,67843.0,266.04872
1772520600000,67841.0,67990.0,67841.0,67990.0,60.14643
1772520900000,67989.0,68185.0,67989.0,68084.0,153.97148
1772521200000,68084.0,68098.0,67935.0,68098.0,82.99382
1772521500000,68097.0,68116.0,67989.0,68021.0,103.67738
1772521800000,68020.0,68128.0,67968.0,68127.0,44.33124
1772522100000,68127.0,68237.0,68053.0,68176.0,86.3238
1772522400000,68175.0,68210.0,68118.0,68210.0,145.73491
1772522700000,68211.0,68214.0,68132.0,68211.0,70.59489
1772523000000,68211.0,68218.0,68102.0,68117.0,278.67912
1772523300000,68117.0,68118.0,68042.0,68073.0,46.62578
1772523600000,68073.0,68205.0,68050.0,68204.0,63.11383
1772523900000,68204.0,68227.0,68137.0,68144.0,51.81507
1772524200000,68144.0,68208.0,68105.0,68199.0,64.26234
1772524500000,68197.0,68206.0,68142.0,68148.0,36.48211
1772524800000,68151.0,68187.0,68105.0,68131.0,79.21786
1772525100000,68134.0,68181.0,68064.0,68137.0,87.32465
1772525400000,68136.0,68279.0,67956.0,67982.0,108.46199
1772525700000,67983.0,68079.0,67923.0,67974.0,93.86686
1772526000000,67974.0,68003.0,67830.0,67921.0,115.43723
1772526300000,67919.0,67919.0,67694.0,67709.0,450.87005
1772526600000,67712.0,67725.0,67577.0,67595.0,437.09423
1772526900000,67596.0,67713.0,67439.0,67489.0,716.95005
1772527200000,67488.0,67490.0,67300.0,67326.0,439.51251
1772527500000,67325.0,67336.0,67118.0,67141.0,530.42804
1772527800000,67140.0,67175.0,67091.0,67102.0,716.72497
1772528100000,67101.0,67101.0,66900.0,66991.0,581.30236
1772528400000,66990.0,67097.0,66944.0,66950.0,277.5922
1772528700000,66950.0,67181.0,66874.0,67157.0,779.10817
1772529000000,67156.0,67156.0,67020.0,67077.0,545.67679
1772529300000,67077.0,67128.0,67000.0,67118.0,97.14629
1772529600000,67117.0,67117.0,66914.0,66984.0,77.41987
1772529900000,66983.0,66992.0,66569.0,66621.0,890.86096
1772530200000,66620.0,66637.0,66371.0,66637.0,945.53999
1772530500000,66623.0,66688.0,66490.0,66648.0,175.53946
1772530800000,66647.0,66647.0,66500.0,66528.0,109.78447
1772531100000,66523.0,66523.0,66404.0,66441.0,95.738
1772531400000,66441.0,66561.0,66401.0,66525.0,141.98212
1772531700000,66525.0,66653.0,66525.0,66643.0,128.61039
1772532000000,66643.0,66646.0,66477.0,66610.0,105.65156
1772532300000,66610.0,66614.0,66467.0,66475.0,80.61283
1772532600000,66473.0,66574.0,66450.0,66478.0,92.45993
1772532900000,66478.0,66582.0,66432.0,66530.0,179.15102
1772533200000,66529.0,66688.0,66529.0,66636.0,71.73199
1772533500000,66635.0,66637.0,66497.0,66509.0,149.9083
1772533800000,66509.0,66535.0,66447.0,66487.0,98.50609
1772534100000,66487.0,66535.0,66449.0,66449.0,19.96325
1772534400000,66448.0,66703.0,66444.0,66699.0,219.50028
1772534700000,66699.0,67012.0,66699.0,66967.0,437.1207
1772535000000,66967.0,66968.0,66731.0,66751.0,193.605
1772535300000,66751.0,66845.0,66695.0,66845.0,168.92649
1772535600000,66844.0,67023.0,66796.0,66973.0,327.54907
1772535900000,66973.0,66973.0,66820.0,66966.0,70.57174
1772536200000,66966.0,67053.0,66934.0,66953.0,93.91015
1772536500000,66953.0,66954.0,66760.0,66767.0,325.75026
1772536800000,66768.0,66980.0,66767.0,66962.0,90.97405
1772537100000,66962.0,66975.0,66809.0,66830.0,42.14218
1772537400000,66830.0,66915.0,66803.0,66868.0,92.5756
1772537700000,66869.0,67053.0,66857.0,67052.0,75.9652
1772538000000,67053.0,67072.0,66987.0,67059.0,219.97457
1772538300000,67060.0,67151.0,67018.0,67042.0,107.31435
1772538600000,67042.0,67042.0,66974.0,66987.0,42.45162
1772538900000,66988.0,67102.0,66930.0,67012.0,61.35055
1772539200000,67012.0,67234.0,67011.0,67234.0,138.3401
1772539500000,67234.0,67519.0,67192.0,67495.0,254.04934
1772539800000,67495.0,67968.0,67455.0,67730.0,778.4413
1772540100000,67730.0,67739.0,67503.0,67524.0,183.1168
1772540400000,67523.0,67523.0,67385.0,67520.0,128.03007
1772540700000,67520.0,67602.0,67481.0,67566.0,82.505
1772541000000,67566.0,67571.0,67360.0,67407.0,134.87174
1772541300000,67408.0,67430.0,67292.0,67410.0,155.01003
1772541600000,67410.0,67423.0,67274.0,67339.0,94.0648
1772541900000,67339.0,67406.0,67300.0,67375.0,113.86713
1772542200000,67374.0,67379.0,67250.0,67379.0,154.31884
1772542500000,67378.0,67480.0,67363.0,67378.0,96.06366
1772542800000,67378.0,67423.0,67135.0,67136.0,284.96484
1772543100000,67135.0,67230.0,67075.0,67190.0,163.73137
1772543400000,67189.0,67233.0,66959.0,66961.0,268.09767
1772543700000,66961.0,67179.0,66959.0,67097.0,92.40736
1772544000000,67098.0,67156.0,67046.0,67069.0,31.43666
1772544300000,67068.0,67123.0,67015.0,67088.0,23.99975
1772544600000,67088.0,67091.0,66834.0,67008.0,153.29573
1772544900000,67008.0,67052.0,66924.0,66957.0,66.28863
1772545200000,66956.0,66999.0,66825.0,66833.0,199.46059
1772545500000,66833.0,66834.0,66616.0,66710.0,605.96732
1772545800000,66710.0,66909.0,66710.0,66892.0,77.55046
1772546100000,66891.0,66945.0,66776.0,66917.0,63.93888
1772546400000,66916.0,67189.0,66840.0,67189.0,108.25982
1772546700000,67188.0,67246.0,67085.0,67197.0,191.54475
1772547000000,67197.0,67197.0,67060.0,67157.0,39.31367
1772547300000,67155.0,67170.0,67010.0,67092.0,50.20244
1772547600000,67092.0,67337.0,67064.0,67173.0,226.68579
1772547900000,67172.0,67210.0,67070.0,67105.0,120.93082
1772548200000,67105.0,67578.0,66768.0,66846.0,871.70348
1772548500000,66847.0,67267.0,66777.0,67004.0,346.37634
1772548800000,67003.0,67062.0,66356.0,66437.0,1065.75404
1772549100000,66436.0,66635.0,66104.0,66264.0,614.1945
1772549400000,66264.0,66778.0,66241.0,66752.0,347.52638
1772549700000,66753.0,66786.0,66512.0,66541.0,139.55982
1772550000000,66540.0,66730.0,66472.0,66621.0,152.69314
1772550300000,66621.0,66855.0,66592.0,66690.0,108.81083
1772550600000,66690.0,66869.0,66563.0,66851.0,123.39316
1772550900000,66851.0,67000.0,66534.0,66534.0,278.02218
1772551200000,66533.0,66735.0,66433.0,66692.0,141.86667
1772551500000,66692.0,66844.0,66668.0,66796.0,290.09879
1772551800000,66798.0,67292.0,66798.0,67234.0,457.1593
1772552100000,67233.0,67537.0,67219.0,67536.0,469.04156
1772552400000,67537.0,67818.0,67421.0,67496.0,848.94465
1772552700000,67496.0,67783.0,67495.0,67749.0,740.2369
1772553000000,67749.0,67749.0,67470.0,67536.0,323.85627
1772553300000,67537.0,67743.0,67462.0,67691.0,105.07922
1772553600000,67692.0,67940.0,67638.0,67926.0,461.29529
1772553900000,67926.0,68545.0,67925.0,68545.0,1024.95408
1772554200000,68545.0,68600.0,68206.0,68468.0,817.76306
1772554500000,68468.0,68589.0,68243.0,68338.0,518.59998
1772554800000,68339.0,68922.0,68304.0,68919.0,944.53234
1772555100000,68918.0,69000.0,68756.0,68859.0,1247.72555
1772555400000,68839.0,68840.0,68260.0,68383.0,838.41818
1772555700000,68382.0,68440.0,67779.0,67825.0,1826.12238
1772556000000,67825.0,67911.0,67466.0,67712.0,791.38402
1772556300000,67712.0,68215.0,67712.0,68052.0,333.74921
1772556600000,68051.0,68288.0,67957.0,68210.0,337.11903
1772556900000,68215.0,68483.0,68138.0,68154.0,337.38787
1772557200000,68155.0,68216.0,67827.0,67974.0,182.94553
1772557500000,67974.0,68104.0,67875.0,67902.0,206.40406
1772557800000,67901.0,67939.0,67597.0,67937.0,257.74849
1772558100000,67936.0,68112.0,67864.0,68082.0,172.06929
1772558400000,68082.0,68266.0,67873.0,68196.0,288.07762
1772558700000,68200.0,68245.0,68052.0,68214.0,229.56004
1772559000000,68214.0,68214.0,67741.0,67848.0,354.22779
1772559300000,67849.0,68018.0,67751.0,67977.0,130.56074
1772559600000,67976.0,68145.0,67955.0,68122.0,201.66823
1772559900000,68122.0,68366.0,67978.0,68257.0,290.11262
1772560200000,68256.0,68372.0,68202.0,68249.0,620.06856
1772560500000,68248.0,68310.0,68116.0,68282.0,240.06004
1772560800000,68288.0,68432.0,68214.0,68231.0,297.33506
1772561100000,68232.0,68364.0,68199.0,68236.0,311.06209
1772561400000,68237.0,68237.0,67950.0,68047.0,241.19154
1772561700000,68047.0,68390.0,68046.0,68258.0,94.35157
1772562000000,68263.0,68525.0,68262.0,68459.0,160.3941
1772562300000,68459.0,68576.0,68403.0,68438.0,153.59769
1772562600000,68442.0,68810.0,68397.0,68655.0,357.72684
1772562900000,68655.0,68879.0,68554.0,68723.0,169.85763
1772563200000,68726.0,68814.0,68577.0,68649.0,181.12318
1772563500000,68650.0,68690.0,68520.0,68689.0,135.62966
1772563800000,68691.0,68756.0,68617.0,68686.0,55.05952
1772564100000,68687.0,68690.0,68525.0,68588.0,84.20256
1772564400000,68588.0,68634.0,68502.0,68597.0,79.86389
1772564700000,68597.0,68651.0,68337.0,68344.0,155.23231
1772565000000,68344.0,68653.0,68292.0,68593.0,146.97726
1772565300000,68591.0,68643.0,68459.0,68642.0,178.73602
1772565600000,68642.0,68861.0,68642.0,68771.0,280.59754
1772565900000,68771.0,68861.0,68559.0,68625.0,298.14829
1772566200000,68624.0,68654.0,68425.0,68446.0,203.67008
1772566500000,68446.0,68755.0,68307.0,68561.0,379.97722
1772566800000,68564.0,68700.0,68456.0,68667.0,74.86274
1772567100000,68668.0,68715.0,68480.0,68554.0,177.36452
1772567400000,68554.0,68685.0,68426.0,68484.0,99.54259
1772567700000,68484.0,68493.0,68391.0,68391.0,139.13765
1772568000000,68393.0,68472.0,68342.0,68439.0,81.75538
1772568300000,68439.0,68449.0,68274.0,68316.0,81.88546
1772568600000,68316.0,68316.0,68202.0,68202.0,118.96993
1772568900000,68202.0,68299.0,68130.0,68208.0,124.33302
1772569200000,68209.0,68350.0,68209.0,68295.0,57.90077
1772569500000,68295.0,68444.0,68245.0,68360.0,76.38566
1772569800000,68359.0,68460.0,68308.0,68340.0,101.65608
1772570100000,68339.0,68570.0,68308.0,68310.0,99.07626
1772570400000,68310.0,68447.0,68310.0,68446.0,38.56531
1772570700000,68446.0,68465.0,68279.0,68380.0,13.10771
1772571000000,68380.0,68384.0,68043.0,68207.0,130.27008
1772571300000,68206.0,68231.0,68129.0,68231.0,52.37274
1772571600000,68231.0,68231.0,67949.0,67997.0,166.80511
1772571900000,67996.0,68054.0,67795.0,67995.0,334.7202
1772572200000,67994.0,68040.0,67971.0,68000.0,72.31952
1772572500000,67998.0,68035.0,67902.0,68020.0,39.68017
1772572800000,68019.0,68081.0,67966.0,68042.0,43.97194
1772573100000,68042.0,68043.0,67791.0,67900.0,65.7623
1772573400000,67899.0,67954.0,67860.0,67870.0,42.15893
1772573700000,67870.0,68010.0,67857.0,67857.0,60.02339
1772574000000,67857.0,68011.0,67857.0,67996.0,31.19725
1772574300000,67996.0,68012.0,67936.0,67978.0,20.43979
1772574600000,67977.0,68056.0,67956.0,68022.0,20.95739
1772574900000,68021.0,68057.0,67988.0,67990.0,20.20863
1772575200000,67990.0,68495.0,67983.0,68254.0,219.10387
1772575500000,68254.0,68453.0,68208.0,68375.0,136.16343
1772575800000,68375.0,68379.0,68253.0,68276.0,74.06983
1772576100000,68277.0,68307.0,68207.0,68219.0,52.53496
1772576400000,68218.0,68357.0,68138.0,68214.0,87.28858
1772576700000,68214.0,68258.0,68207.0,68231.0,69.76048
1772577000000,68230.0,68287.0,68139.0,68256.0,102.67842
1772577300000,68256.0,68359.0,68250.0,68256.0,110.59074
1772577600000,68255.0,68378.0,68255.0,68377.0,72.48467
1772577900000,68377.0,68400.0,68204.0,68249.0,36.30417
1772578200000,68249.0,68339.0,68249.0,68286.0,13.38971
1772578500000,68286.0,68347.0,68180.0,68284.0,24.09018
1772578800000,68285.0,68379.0,68227.0,68311.0,24.53908
1772579100000,68311.0,68420.0,68254.0,68419.0,72.32131
1772579400000,68419.0,68837.0,68411.0,68668.0,235.92714
1772579700000,68662.0,68694.0,68477.0,68529.0,76.07257
1772580000000,68529.0,68561.0,68468.0,68489.0,114.96683
